AirName,AircraftModel,Comments,DateFlown,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,ReviewDate,ReviewTitle,ReviewrCountry,Route,SeatComfortRating,SeatType,ServiceRating,TravelType,ValueRating,WifiRating
British Airways,A380 / Boeing 777,,January 2017,0,5,5,10,yes,30th January 2017,"""still my first choice""", (United Kingdom) ,IAD to BCN via LHR,5,Premium Economy,5,Solo Leisure,5,0
British Airways,Boeing 747,,January 2017,3,5,5,7,yes,30th January 2017,"""looked as if 20 years old""", (United Kingdom) ,YVR to LHR,3,Economy Class,5,Solo Leisure,4,0
British Airways,A320,,January 2017,1,1,2,3,,30th January 2017,"""no better than Ryanair now""", (United Kingdom) ,LHR to MXP,1,Economy Class,1,Business,3,1
British Airways,,,January 2017,4,1,4,2,,30th January 2017,"""Inflight food shocking""", (United Kingdom) ,LGW to BGI,4,Economy Class,5,Couple Leisure,2,0
British Airways,A380,,September 2016,3,1,2,4,,29th January 2017,"""how the mighty have fallen""", (United Kingdom) ,London to Johannesburg,4,Economy Class,2,Couple Leisure,2,0
British Airways,A320,,January 2017,0,1,2,2,,27th January 2017,"""did not receive a free glass of water""", (Switzerland) ,London to Zurich,2,Economy Class,1,Business,1,0
British Airways,A321,,January 2017,1,1,3,2,,27th January 2017,"""a par with low cost standards""", (Switzerland) ,MAD to LHR,2,Economy Class,3,Business,1,1
British Airways,Boeing 777,,January 2017,4,4,4,9,yes,27th January 2017,"""good experience both flights""", (Switzerland) ,LHR to PHL,5,First Class,4,Solo Leisure,5,0
British Airways,A320,,January 2017,0,0,3,2,,26th January 2017,"""they have lost absolutely their unique selling points""", (Switzerland) ,MLA to LGW,2,Business Class,3,Business,2,0
British Airways,,,December 2016,1,1,1,1,,26th January 2017,"""vowed to never fly with BA""", (Switzerland) ,London to Abuja,1,Economy Class,1,Solo Leisure,1,0
British Airways,Boeing 747-400,,January 2017,2,4,3,6,,26th January 2017,"""treating premium passengers with contempt""", (Switzerland) ,LHR to CPT,3,First Class,5,Couple Leisure,3,0
British Airways,,,January 2017,3,2,2,5,,26th January 2017,"""cost saving is clearly evident""", (Switzerland) ,LHR to ORD,2,First Class,3,,2,0
British Airways,Boeing 747 / A380,,January 2017,3,3,4,6,yes,25th January 2017,"""as different as night and day""", (Switzerland) ,SFO to JNB via LHR,4,Business Class,3,Solo Leisure,3,0
British Airways,,,January 2017,1,1,5,4,,24th January 2017,"""letting themselves down badly""", (Switzerland) ,Larnaca to London Heathrow,3,Economy Class,5,Couple Leisure,1,1
British Airways,A320,,August 2016,1,3,5,8,yes,24th January 2017,"""service was really good""", (Switzerland) ,London to Manchester,5,Economy Class,5,Couple Leisure,3,0
British Airways,Boeing 787,,October 2016,3,4,3,7,yes,23rd January 2017,"""narrower seats than other airlines""", (United States) ,Lisbon to San Jose via London,3,Business Class,4,Couple Leisure,4,0
British Airways,Boeing 747-400,,August 2016,1,1,1,1,,23rd January 2017,"""worst customer service""", (United States) ,LHR to PHX,1,Premium Economy,1,Business,1,0
British Airways,Boeing 777,,January 2017,2,2,1,2,,23rd January 2017,"""can only be described as appalling""", (United States) ,Gatwick to Tampa,3,Business Class,3,Couple Leisure,1,0
British Airways,Boeing 747,,January 2017,1,1,2,1,,22nd January 2017,"""the aircraft was filthy""", (United States) ,Miami to London,2,Economy Class,1,Solo Leisure,1,1
British Airways,Boeing 747,,January 2017,2,1,1,5,,22nd January 2017,"""horrible food, unmotivated crew""", (United States) ,LHR to DXB,2,Economy Class,2,Business,2,0
British Airways,,,December 2016,0,2,1,3,,21st January 2017,"""will never fly with BA again""", (United States) ,CDG to LHR,2,Business Class,3,Couple Leisure,1,0
British Airways,Boeing 777,,January 2017,1,1,1,1,,21st January 2017,"""not fair for the fare""", (United States) ,BKK to CDG via LHR,2,Business Class,5,Couple Leisure,1,1
British Airways,A320,,December 2016,0,1,4,3,,20th January 2017,"""ludicrous approach to carry on baggage""", (United States) ,GLA to LGW,1,Economy Class,4,Solo Leisure,2,0
British Airways,,,January 2017,5,5,5,10,yes,20th January 2017,"""a very good airline""", (United States) ,BKK to LHR,5,Economy Class,5,Solo Leisure,5,5
British Airways,Boeing 747-400,,January 2017,3,3,4,6,,19th January 2017,"""way below BA's competitors""", (United States) ,LHR to CPT,3,Business Class,3,Couple Leisure,3,0
British Airways,Boeing 787-9,,November 2016,3,1,3,2,,18th January 2017,"""would I fly in BA First again? No""", (United Kingdom) ,LHR to KUL,3,First Class,1,Solo Leisure,1,0
British Airways,A320,,January 2017,1,1,4,2,,18th January 2017,"""reduced to that of a budget airline""", (United Kingdom) ,LED to LHR,3,Economy Class,4,Solo Leisure,2,0
British Airways,,,November 2016,3,1,2,2,,18th January 2017,"""a budget airline at premium airline prices""", (United Kingdom) ,LGW to CUN,2,Economy Class,2,Business,2,0
British Airways,,,October 2016,0,0,1,1,,17th January 2017,"""incompetence and insincerity""", (United Kingdom) ,PVG to ZRH via LHR,1,Premium Economy,1,Family Leisure,1,0
British Airways,Boeing 777,,December 2016,1,1,1,1,,17th January 2017,"""plane had not been cleaned well""", (United Kingdom) ,LGW to BGI,1,Business Class,1,Couple Leisure,1,0
British Airways,,,January 2017,2,2,2,6,,16th January 2017,"""felt I was flying with a low cost airline""", (United Kingdom) ,JFK to LHR,3,Economy Class,3,Solo Leisure,3,1
British Airways,,,July 2016,0,3,2,2,,16th January 2017,"""will never fly them again""", (United Kingdom) ,London to Frankfurt,4,Economy Class,4,Solo Leisure,2,0
British Airways,,,January 2017,0,1,3,1,,16th January 2017,"""see no point in using BA now""", (United Kingdom) ,ATH to LHR,4,Economy Class,1,Business,1,0
British Airways,A320,,January 2017,0,1,4,1,,16th January 2017,"""no appeal whatsoever anymore""", (United Kingdom) ,FUE to LGW,2,Economy Class,3,Couple Leisure,3,0
British Airways,Boeing 777,,January 2017,4,4,4,7,yes,15th January 2017,"""arrivals lounge at LHR was great""", (United Kingdom) ,IAH to LHR,4,Business Class,2,Solo Leisure,4,0
British Airways,Boeing 777,,December 2016,1,1,3,4,,14th January 2017,"""business class in need of major refurbishment""", (United Kingdom) ,LGW to CUN,3,Business Class,3,Couple Leisure,2,0
British Airways,,,December 2016,4,1,4,3,,14th January 2017,"""we don't deserve the shoddy treatment""", (United Kingdom) ,LHR to DFW,3,Economy Class,1,Family Leisure,2,0
British Airways,Boeing 777,,January 2017,4,2,1,2,,13th January 2017,"""profit at any price""", (United Kingdom) ,LHR to HKG,3,Business Class,2,Solo Leisure,1,0
British Airways,,,January 2017,0,0,2,1,,13th January 2017,"""joined budget airline bunch""", (United Kingdom) ,LHR to PRG,4,Economy Class,1,Business,1,0
British Airways,A321,,January 2017,3,3,3,8,yes,12th January 2017,"""service was great throughout""", (United Kingdom) ,LHR to AMM,5,Business Class,5,Solo Leisure,4,0
British Airways,A320 / Boeing 767,,January 2017,0,4,5,8,yes,11th January 2017,"""overall a good experience""", (United Kingdom) ,LHR to FCO,4,Economy Class,5,Family Leisure,4,0
British Airways,,,January 2017,1,1,1,2,,11th January 2017,"""British Airways has lost it class""", (United Kingdom) ,London Heathrow to Miami,3,Economy Class,1,Couple Leisure,1,0
British Airways,,,January 2017,2,1,2,2,,10th January 2017,"""make sure you pack a sandwich""", (United Kingdom) ,LGW to BGI,1,Economy Class,2,Couple Leisure,2,1
British Airways,Boeing 787,,December 2016,1,2,4,3,,10th January 2017,"""inflight entertainment didn't work""", (United Kingdom) ,KUL to LHR,1,Economy Class,3,Couple Leisure,2,1
British Airways,A320,,January 2017,0,3,5,10,yes,9th January 2017,"""experience was excellent""", (United Kingdom) ,ATH to LHR,4,Economy Class,5,Couple Leisure,4,0
British Airways,,,January 2017,1,2,1,2,,8th January 2017,"""one of the worst airlines""", (United Kingdom) ,MAN to LAX via LHR,2,Economy Class,3,Solo Leisure,1,0
British Airways,,,December 2016,1,1,1,1,,5th January 2017,"""1 hour in the horrific queue""", (United Kingdom) ,MAN to LAS via LHR,1,Economy Class,1,Solo Leisure,1,0
British Airways,Boeing 747,,January 2017,3,3,4,2,,5th January 2017,"""have once again been disappointed by British Airways""", (United Kingdom) ,MIA to LHR,1,Business Class,4,Family Leisure,1,0
British Airways,Boeing 777,,December 2016,1,1,1,1,,5th January 2017,"""cabin staff stomp up and down the aisle""", (United Kingdom) ,SYD to LHR,1,Economy Class,1,Couple Leisure,1,1
British Airways,,,December 2016,1,1,1,1,,5th January 2017,"""too much cost cutting""", (United Kingdom) ,CDG to BKK via LHR,2,Business Class,4,Couple Leisure,1,0
British Airways,Boeing 777,,January 2017,2,4,3,2,,3rd January 2017,"""disappointing business class""", (United Kingdom) ,LHR to HKG,1,Business Class,4,Couple Leisure,1,0
British Airways,Boeing 787-9,,December 2016,4,4,4,9,yes,2nd January 2017,"""cabin crew excelled throughout """, (United Kingdom) ,YYZ to LHR,3,Business Class,5,Solo Leisure,4,0
British Airways,Boeing 777,,December 2016,3,3,3,6,yes,2nd January 2017,"""tired, grey Boeing 777 interior""", (United Kingdom) ,LHR to LIM,3,Economy Class,3,Couple Leisure,3,0
British Airways,,,January 2017,1,1,1,1,,2nd January 2017,"""airline is going down fast""", (United Kingdom) ,ATH to LHR,1,Economy Class,2,Solo Leisure,1,0
British Airways,Boeing 747-400,,December 2016,1,2,1,4,,2nd January 2017,"""a very dated experience""", (United Kingdom) ,ARN to DEN via LHR,3,Economy Class,4,Solo Leisure,2,0
British Airways,,,January 2017,4,2,4,5,,1st January 2017,"""disappointed with lack of food""", (United Kingdom) ,IKA to LHR,4,Economy Class,4,Solo Leisure,3,0
British Airways,Boeing 747,,December 2016,3,2,4,5,,29th December 2016,"""pay more for another airline""", (United Kingdom) ,CUN to LGW,3,Economy Class,4,Solo Leisure,2,0
British Airways,,,December 2016,0,0,1,1,,29th December 2016,"""never fly British Airways again""", (United Kingdom) ,MAD to YUL via LHR,1,Economy Class,1,Couple Leisure,1,0
British Airways,Boeing 747-400,,December 2016,4,4,4,10,yes,27th December 2016,"""offered excellent attentive service""", (United Kingdom) ,MAN to SAN via LHR,4,First Class,5,Couple Leisure,4,0
British Airways,Boeing 777-200ER,,November 2016,3,4,5,7,yes,27th December 2016,"""crew were helpful and attentive""", (United Kingdom) ,LGW to TPA,3,Economy Class,4,Family Leisure,3,1
British Airways,,,December 2016,2,1,1,1,,26th December 2016,"""stood waiting for assistance""", (United Kingdom) ,DXB to LHR,1,Economy Class,1,Family Leisure,1,0
British Airways,A380,,September 2016,5,4,5,9,yes,26th December 2016,"""A380 is state of the art""", (United Kingdom) ,LAX to LHR,5,Premium Economy,4,Solo Leisure,5,0
British Airways,,,December 2016,0,3,5,10,yes,25th December 2016,"""appreciation to be passed on""", (United Kingdom) ,BUD to LHR,5,Economy Class,5,Couple Leisure,5,0
British Airways,Boeing 747-400,,December 2016,3,2,4,7,yes,23rd December 2016,"""a dirty seat and cabin""", (United Kingdom) ,FRA to CPT via LHR,4,Business Class,5,Couple Leisure,4,0
British Airways,Boeing 787,,December 2016,3,2,1,1,,22nd December 2016,"""no customer loyalty sought""", (United Kingdom) ,BWI to LHR,2,Economy Class,3,Couple Leisure,1,0
British Airways,,,December 2016,0,2,2,5,yes,22nd December 2016,"""not allowed to choose a seat""", (United Kingdom) ,LHR to PRG,2,Economy Class,3,Business,1,0
British Airways,Boeing 787,,December 2016,5,2,4,7,,22nd December 2016,"""the staff were on the ball""", (United Kingdom) ,BKK to LHR,4,Premium Economy,4,Couple Leisure,3,0
British Airways,,,December 2016,1,2,1,1,,21st December 2016,"""give this rotten airline 0/10""", (United Kingdom) ,DXB to YYZ via LHR,2,Premium Economy,4,Solo Leisure,1,0
British Airways,A320,,December 2016,1,1,1,1,,21st December 2016,"""contempt for its customers""", (United Kingdom) ,LHR to CPH,1,Economy Class,1,Business,1,1
British Airways,Boeing 777,,December 2016,2,1,1,2,,19th December 2016,"""run by bean counters""", (United Kingdom) ,LGW to ANU,3,Economy Class,3,Couple Leisure,2,1
British Airways,,,December 2016,2,4,1,2,,19th December 2016,"""terrible customer care""", (United Kingdom) ,KBP to BFS via LHR,3,Economy Class,5,Business,2,0
British Airways,Boeing 747-400,,December 2016,5,4,3,9,yes,17th December 2016,"""very friendly cabin crew""", (United Kingdom) ,LHR to CPT,4,Economy Class,5,Solo Leisure,5,0
British Airways,Boeing 777,,December 2016,1,1,1,1,,17th December 2016,"""surly and generally unhelpful""", (United Kingdom) ,BKK to MAN via LHR,1,Premium Economy,1,Couple Leisure,1,0
British Airways,Boeing 777-200,,December 2016,1,2,4,3,,16th December 2016,"""It was hard as rock and very uncomfortable""", (United Kingdom) ,UVF to LGW,1,First Class,3,Couple Leisure,1,0
British Airways,A320 / Boeing 767,,December 2016,0,1,4,6,yes,15th December 2016,"""convenient to where I live""", (United Kingdom) ,LHR to EDI,4,Economy Class,3,Business,3,0
British Airways,,,December 2016,4,5,4,9,yes,14th December 2016,"""heartily recommend""", (Australia) ,LHR to HKG,4,Business Class,5,Couple Leisure,4,0
British Airways,Boeing 777,,December 2016,1,2,2,2,,14th December 2016,"""seats are so narrow""", (Australia) ,LHR to EZE,1,Economy Class,2,Solo Leisure,2,0
British Airways,A380,,December 2016,1,3,3,7,yes,13th December 2016,"""food was miserable""", (Australia) ,HKG to LHR,1,Economy Class,3,Solo Leisure,4,0
British Airways,,,November 2016,1,2,3,3,,13th December 2016,"""the staff then disappeared""", (Australia) ,LHR to BKK,3,Premium Economy,1,Couple Leisure,2,0
British Airways,,,December 2016,3,2,3,4,,13th December 2016,"""quality and quantity was extremely poor""", (Australia) ,IAD to DEL via LHR,3,Economy Class,3,Couple Leisure,3,0
British Airways,,,December 2016,4,1,1,1,,12th December 2016,"""a cheap airline that cannot be relied on""", (Australia) ,SAN to SVQ via LHR,4,Premium Economy,4,Business,1,0
British Airways,Boeing 777,,October 2016,2,2,1,1,,11th December 2016,"""did not get what we paid for""", (Australia) ,LHR to PHL,1,Premium Economy,1,Family Leisure,1,1
British Airways,Boeing 747,,November 2016,2,2,3,5,,11th December 2016,"""not up to par with competitors""", (Australia) ,DFW to BOM via LHR,3,Business Class,2,Business,3,0
British Airways,Boeing 787-900,,December 2016,3,3,4,4,yes,11th December 2016,"""profoundly uncomfortable when fully flat""", (Australia) ,LHR to AUS,2,Business Class,4,Solo Leisure,2,0
British Airways,A380,,December 2016,3,4,4,8,yes,10th December 2016,"""had a good flight on the A380""", (Australia) ,LHR to HKG,4,Business Class,4,Business,5,0
British Airways,,,December 2016,1,1,1,1,,10th December 2016,"""extremely rude and aggressive""", (United Kingdom) ,MAN to PVG via LHR,1,Premium Economy,1,Business,1,1
British Airways,A380 and Boeing 777,,December 2016,0,5,5,10,yes,9th December 2016,"""quite enjoyable flights both ways""", (United Kingdom) ,IAD to LHR,5,Premium Economy,5,Solo Leisure,5,0
British Airways,Boeing 787,,December 2016,2,1,2,3,,9th December 2016,"""poor facilities BA now provide""", (United Kingdom) ,CTU to LHR,2,Business Class,3,Business,1,1
British Airways,,,December 2016,2,1,3,2,,8th December 2016,"""disinterested and unhelpful""", (United Kingdom) ,LGW to MCO,3,Economy Class,2,Couple Leisure,1,0
British Airways,Boeing 777,,December 2016,3,2,4,6,yes,8th December 2016,"""service .. we don't really care""", (United Kingdom) ,LHR to SEA,3,Premium Economy,2,Solo Leisure,3,0
British Airways,,,November 2016,0,4,3,9,yes,8th December 2016,"""great little short hop""", (United Kingdom) ,MAN to LHR,4,Economy Class,5,Solo Leisure,4,0
British Airways,,,November 2016,0,4,4,9,yes,8th December 2016,"""manage a trolley service """, (United Kingdom) ,LHR to MAN,4,Economy Class,5,Solo Leisure,4,0
British Airways,,,December 2016,3,1,2,2,,8th December 2016,"""like some cut-rate budget airline""", (United Kingdom) ,NBO to LHR,2,Premium Economy,3,Business,1,0
British Airways,Boeing 777,,November 2016,4,3,2,7,yes,8th December 2016,"""meal left a little to be desired""", (United Kingdom) ,SEA to LHR,4,Business Class,3,Solo Leisure,2,0
British Airways,Boeing 777-200,,December 2016,1,1,1,2,,7th December 2016,"""another disappointing experience from BA""", (United Kingdom) ,LGW to UVF,3,First Class,2,Couple Leisure,1,0
British Airways,Boeing 777-300 / A380,,December 2016,3,2,4,6,yes,7th December 2016,"""not very friendly or helpful""", (Australia) ,SYD to LHR via SIN,3,Economy Class,2,Business,4,0
British Airways,Boeing 747-400,,November 2016,2,1,4,1,,6th December 2016,"""paid to book 2 seats, both broken""", (Australia) ,LHR to CPT,1,Economy Class,1,Couple Leisure,1,2
British Airways,Boeing 787,,October 2016,4,3,5,7,yes,6th December 2016,"""a little disappointed""", (Australia) ,LHR to YYC,5,Premium Economy,5,Couple Leisure,4,4
British Airways,A320,,December 2016,1,1,1,1,,6th December 2016,"""nothing good to say about this trip""", (Australia) ,LHR to LIS,1,Business Class,2,Business,1,0
British Airways,A380 800,,November 2016,4,1,3,4,,5th December 2016,"""I would not recommend BA""", (Australia) ,LHR to HKG,1,Economy Class,2,Couple Leisure,2,3
British Airways,Boeing 777,,December 2016,1,2,4,1,,5th December 2016,"""aircraft are very old""", (Australia) ,LHR to BKK,2,Economy Class,2,Family Leisure,2,1
British Airways,A321,,December 2016,0,4,4,8,yes,4th December 2016,"""the crew were pleasant and efficient""", (Australia) ,LHR to MAD,4,Business Class,4,Couple Leisure,3,0
British Airways,Boeing 777,,December 2016,2,2,1,1,,4th December 2016,"""hit a new low for me""", (Australia) ,SIN to  SYD,2,Business Class,1,Couple Leisure,1,0
British Airways,,,November 2016,1,1,1,1,,3rd December 2016,"""one of the worst journeys""", (Australia) ,HKG to LHR,1,Economy Class,1,Couple Leisure,1,0
British Airways,,,December 2016,0,1,4,6,yes,3rd December 2016,"""relegating to a low cost airline""", (Australia) ,LHR to ARN,2,Economy Class,4,Couple Leisure,3,0
British Airways,A321,,November 2016,1,1,3,3,,2nd December 2016,"""closer to low-cost carriers""", (United Kingdom) ,LHR to ZRH,1,Business Class,2,Business,1,1
British Airways,,,November 2016,2,2,4,3,,1st December 2016,"""the service was merely adequate""", (United Kingdom) ,LGW to MRU,2,Business Class,1,Couple Leisure,1,0
British Airways,,,January 2016,3,3,1,1,,30th November 2016,"""absolute disgrace""", (United Kingdom) ,LHR to IST,3,Economy Class,3,Solo Leisure,1,0
British Airways,A380,,November 2016,0,0,3,1,,30th November 2016,"""it was not a pleasant flight""", (United Kingdom) ,LHR to HKG,1,Economy Class,2,Family Leisure,2,0
British Airways,A380,,November 2016,4,5,3,9,yes,29th November 2016,"""greatest assets is its cabin crew""", (United Kingdom) ,SIN to LHR,5,First Class,5,Business,4,0
British Airways,Boeing 777-200ER,,November 2016,3,4,4,8,yes,29th November 2016,"""friendly and attentive""", (United Kingdom) ,JFK to LHR,4,Economy Class,4,Solo Leisure,4,0
British Airways,,,October 2016,0,4,3,7,yes,29th November 2016,"""a really good flight""", (United Kingdom) ,LHR to BHD,3,Economy Class,4,Couple Leisure,5,0
British Airways,Boeing 777,,November 2016,4,4,5,10,yes,28th November 2016,"""crew on top of their game""", (United Kingdom) ,LHR to YYZ,5,First Class,5,Business,5,0
British Airways,Boeing 787-800,,November 2016,3,5,3,6,,28th November 2016,"""tinted windows was an issue""", (United Kingdom) ,MAA to LHR,5,Business Class,5,Couple Leisure,3,3
British Airways,A380,,November 2016,4,5,5,9,yes,28th November 2016,"""unobtrusive service provided""", (United Kingdom) ,SIN to LHR,5,Premium Economy,5,Business,5,5
British Airways,Boeing 777,,November 2016,4,5,3,9,yes,27th November 2016,"""tasty food served promptly""", (United Kingdom) ,TLV to LHR,3,Economy Class,5,Couple Leisure,4,0
British Airways,A320,,November 2016,0,3,2,7,yes,27th November 2016,"""service varies each time""", (United Kingdom) ,RAK to LGW,4,Business Class,5,Solo Leisure,3,0
British Airways,,,November 2016,3,1,1,3,,27th November 2016,"""was a horrible experience""", (United Kingdom) ,SYD to SIN,4,Economy Class,2,Family Leisure,1,0
British Airways,,,November 2016,1,1,1,1,,27th November 2016,"""BA is beneath contempt""", (United Kingdom) ,AMS to LHR,1,Economy Class,1,Business,1,0
British Airways,Boeing 747-400,,April 2016,3,3,2,7,,27th November 2016,"""always hit and mostly miss""", (United Kingdom) ,LHR to SFO,3,First Class,3,Solo Leisure,3,0
British Airways,Boeing 777-200,,October 2016,3,3,5,6,yes,26th November 2016,"""crew not overly friendly""", (United Kingdom) ,LHR to YYZ,3,Economy Class,4,Family Leisure,4,0
British Airways,Boeing 747-400,,November 2016,5,2,3,5,,25th November 2016,"""the value for money is no longer given""", (United Kingdom) ,DUS to BOS via LHR,3,Business Class,5,Business,2,0
British Airways,A380,,November 2016,4,5,5,10,yes,25th November 2016,"""could not fault anything""", (United Kingdom) ,LHR to SIN,5,First Class,5,Business,5,0
British Airways,,,August 2016,1,1,1,1,,25th November 2016,"""nightmare experience""", (United Kingdom) ,LHR to DEL,1,Premium Economy,1,Business,1,1
British Airways,,,November 2016,0,2,1,2,,25th November 2016,"""never be using BA again""", (United Kingdom) ,RAK to LGW,1,Economy Class,5,Couple Leisure,1,0
British Airways,A320,,November 2016,0,4,5,8,yes,25th November 2016,"""clean looking A320""", (United Kingdom) ,LHR to BHD,4,Economy Class,5,Business,3,0
British Airways,Boeing 737,,November 2016,2,3,4,8,yes,24th November 2016,"""staff were friendly""", (United Kingdom) ,LHR to KBP,3,Economy Class,4,Solo Leisure,4,2
British Airways,Boeing 747-400,,November 2016,2,5,4,9,yes,23rd November 2016,"""a very comfortable flight""", (United Kingdom) ,LHR to LAS,5,First Class,5,Solo Leisure,4,0
British Airways,Various,,August 2016,1,2,2,1,,23rd November 2016,"""a worn out and low cost discount carrier""", (United Kingdom) ,BKK to LHR via LAD & ABV,1,Economy Class,1,Business,1,0
British Airways,,,August 2016,4,2,2,2,,23rd November 2016,"""food absolutely atrocious""", (United Kingdom) ,LHR to IAH,1,Economy Class,2,Family Leisure,2,0
British Airways,,,September 2016,2,1,3,1,,23rd November 2016,"""cutting too many corners""", (United Kingdom) ,LGW to ANU,3,Premium Economy,1,Couple Leisure,1,0
British Airways,A321,,November 2016,4,1,4,5,yes,23rd November 2016,"""staff service completely forgettable""", (United Kingdom) ,LHR to DME,3,Economy Class,2,Business,4,0
British Airways,Boeing 777,,October 2016,2,1,4,1,,22nd November 2016,"""a total embarrassment""", (United Kingdom) ,LGW to BGI,2,Economy Class,1,Business,1,0
British Airways,A380,,November 2016,3,1,2,3,,21st November 2016,"""food not great and entertainment options poor""", (United Kingdom) ,JNB to LHR,5,First Class,3,Couple Leisure,1,0
British Airways,A380,,November 2016,5,4,3,9,yes,21st November 2016,"""service was the usual British Airways""", (United Kingdom) ,MIA to LHR,5,Premium Economy,4,Couple Leisure,4,0
British Airways,Boeing 787-900,,November 2016,5,4,5,9,yes,21st November 2016,"""the new seats are very comfortable""", (United Kingdom) ,LHR to BWI,5,Premium Economy,5,Couple Leisure,5,0
British Airways,A320,,November 2016,0,1,1,1,,21st November 2016,"""low-cost airline standard""", (United Kingdom) ,SOF to LHR,1,Economy Class,2,Solo Leisure,1,0
British Airways,Boeing 787-800 / 777-200,,November 2016,4,1,1,7,,18th November 2016,"""BA continue to cut service""", (United Kingdom) ,YYZ to LHR,4,First Class,4,Couple Leisure,2,0
British Airways,,,October 2016,4,3,2,2,yes,17th November 2016,"""BA have refused all responsibility""", (United Kingdom) ,LHR to KUL,3,Economy Class,4,Business,3,0
British Airways,,,November 2016,0,1,3,3,,17th November 2016,"""space provided for business class is just ludicrous""", (United Kingdom) ,CPT to DUR,1,Business Class,2,Business,1,0
British Airways,A380,,November 2016,4,4,5,10,yes,16th November 2016,"""cabin was immaculate""", (United Kingdom) ,LHR to IAD,5,First Class,5,Couple Leisure,4,0
British Airways,,,November 2016,1,2,1,3,,16th November 2016,"""it was beyond ridiculous""", (United Kingdom) ,BCN to LHR,2,Economy Class,2,Family Leisure,4,0
British Airways,Boeing 747-400,,November 2016,4,4,4,9,yes,15th November 2016,"""excellent service overall""", (United Kingdom) ,DFW to LHR,5,First Class,5,Couple Leisure,4,0
British Airways,,,September 2016,0,2,5,8,yes,15th November 2016,"""all we got was a small bag of crisps""", (United Kingdom) ,LHR to TXL,3,Economy Class,5,Solo Leisure,3,0
British Airways,A320,,November 2016,0,1,1,4,,14th November 2016,"""do not know if I will fly again""", (United Kingdom) ,LHR to LIS,5,Economy Class,2,Business,2,0
British Airways,A380-800,,October 2016,1,1,2,1,,14th November 2016,"""I will no longer fly with BA""", (United Kingdom) ,LHR to MIA,3,Economy Class,3,Family Leisure,2,0
British Airways,A320,,November 2016,0,5,5,9,yes,14th November 2016,"""special when the service is ok""", (United Kingdom) ,LIS to LHR,5,Economy Class,5,Business,5,0
British Airways,Boeing 787,,November 2016,3,2,2,3,,13th November 2016,"""another underwhelming experience""", (United Kingdom) ,LHR to DXB,3,First Class,4,Family Leisure,2,0
British Airways,Boeing 777,,November 2016,3,1,2,3,,12th November 2016,"""underwhelming due to bean counters""", (United Kingdom) ,DXB to LHR,3,First Class,4,Couple Leisure,2,0
British Airways,A320,,November 2016,0,3,3,4,yes,11th November 2016,"""bit amateur for business class """, (United Kingdom) ,LGW to ALC,2,Business Class,2,Solo Leisure,3,0
British Airways,Boeing 777-200,,November 2016,1,1,2,3,,10th November 2016,"""was one bad trip too many""", (United Kingdom) ,LHR to BKK,2,Premium Economy,2,Solo Leisure,2,1
British Airways,Boeing 777,,November 2016,3,1,1,1,,10th November 2016,"""plane very dated and dirty""", (United Kingdom) ,LGW to BGI,1,Premium Economy,1,Couple Leisure,1,0
British Airways,,,October 2016,0,4,5,10,yes,9th November 2016,"""cabin crew did a sterling job""", (United Kingdom) ,DUB to LCY,5,Economy Class,5,Solo Leisure,3,0
British Airways,Boeing 747-400 / A380,,November 2016,2,3,1,2,,9th November 2016,"""seat was very uncomfortable""", (United Kingdom) ,JNB to CLT via LHR,1,Economy Class,1,Solo Leisure,3,0
British Airways,A380,,October 2016,5,5,4,9,yes,9th November 2016,"""service was second to none""", (United Kingdom) ,LHR to LAX,5,First Class,5,Couple Leisure,5,0
British Airways,Boeing 777,,November 2016,1,1,3,2,,8th November 2016,"""Goodbye British Airways""", (United Kingdom) ,MRU to LGW,2,Premium Economy,1,Couple Leisure,1,0
British Airways,A320,,November 2016,0,1,5,4,,8th November 2016,"""getting worse and worse""", (United Kingdom) ,ATH to LHR,3,Economy Class,5,Solo Leisure,1,0
British Airways,Boeing 787-9,,October 2016,3,3,4,7,yes,8th November 2016,"""need to revaluate their offering""", (United Kingdom) ,LHR to KUL,3,First Class,4,Couple Leisure,3,0
British Airways,,,August 2016,1,2,3,2,,8th November 2016,"""budget service at a high price""", (United Kingdom) ,LGW to LIM,1,Economy Class,1,Solo Leisure,2,0
British Airways,Boeing 767-300,,November 2016,1,1,2,3,,8th November 2016,"""BA has gone downhill""", (United Kingdom) ,LCA to LHR,2,Economy Class,2,Business,1,0
British Airways,Boeing 777-200,,November 2016,1,1,1,2,,7th November 2016,"""nothing short of a joke""", (United Kingdom) ,LGW to MCO,1,Business Class,1,Family Leisure,1,1
British Airways,Boeing 777,,November 2016,3,1,3,6,yes,7th November 2016,"""Cabin looked worn and dated""", (United Kingdom) ,LHR to BKK,3,Economy Class,4,Solo Leisure,3,0
British Airways,A319,,November 2016,0,1,4,4,,7th November 2016,"""not worth a premium""", (United Kingdom) ,LHR to GVA,2,Business Class,5,Business,2,0
British Airways,A380-800,,October 2016,4,4,4,9,yes,6th November 2016,"""cabin crew were excellent in every way""", (United Kingdom) ,LHR to LAX,4,Economy Class,5,Couple Leisure,4,0
British Airways,Boeing 777,,November 2016,2,1,5,8,,5th November 2016,"""we had been downgraded""", (United Kingdom) ,UVF  to LGW,2,Premium Economy,2,Couple Leisure,1,0
